Web_Link,URN,School_name,Ofsted_phase,Ofsted_region,Local_authority,Postcode,Total_number_of_pupils,Inspection_start_date,Inspection_end_date,Publication_date,Does_the_latest_graded_inspection_relate_to_the_URN_of_the_current_school,Overall_effectiveness,Category_of_concern,Quality_of_education,Behaviour_and_attitudes,Personal_development,Effectiveness_of_leadership_and_management,Safeguarding_is_effective,lat,lon
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142192,142192,Blessed Mother Teresa's Catholic Primary School,Primary,West Midlands,Staffordshire,ST17 9UZ,137,2022-03-22,2022-03-23,2022-05-18,Yes,Good,,Good,Good,Good,Good,Yes,52.7914013,-2.1283338
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142193,142193,Blessed William Howard Catholic School,Secondary,West Midlands,Staffordshire,ST17 9AB,914,2012-09-10,2012-10-10,2012-06-11,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.7998147,-2.1222592
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142194,142194,Sun Academy Bradwell,Primary,West Midlands,Staffordshire,ST5 8JN,185,2018-10-07,2018-11-07,2018-11-09,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,53.0405229,-2.2371138
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142195,142195,Corpus Christi Catholic School,Primary,West Midlands,Coventry,CV3 2QP,423,2015-12-05,2015-05-13,2015-08-06,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.3930481,-1.4631822
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142197,142197,Good Shepherd Catholic School,Primary,West Midlands,Coventry,CV6 7FN,237,2022-01-25,2022-01-26,2022-09-03,Yes,Good,,Good,Outstanding,Outstanding,Good,Yes,52.435733233,-1.486611833
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142202,142202,North Leamington School,Secondary,West Midlands,Warwickshire,CV32 6RD,1455,2014-11-02,2014-12-02,2014-10-03,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.3080634,-1.5332016
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142203,142203,Northfield Manor Primary Academy,Primary,West Midlands,Birmingham,B29 4JT,416,2021-09-15,2021-09-16,2021-10-11,Yes,Good,,Good,Good,Good,Good,Yes,52.429700317,-1.960647517
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142205,142205,Sacred Heart Catholic Primary School,Primary,West Midlands,Coventry,CV2 4DW,450,2013-09-26,2013-09-27,2013-11-10,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.4091049,-1.4805796
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142207,142207,Smallthorne Primary Academy,Primary,West Midlands,Stoke-on-Trent,ST6 1PR,223,2019-11-19,2019-11-20,2019-12-16,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Good,Requires Improvement,Yes,53.0522421,-2.1698104
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142208,142208,St Anne's Catholic Primary School,Primary,West Midlands,Staffordshire,ST17 0EA,207,2010-03-24,2010-03-25,2010-04-30,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.7912398,-2.0789229
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142209,142209,St Austin's Catholic Primary School and Nursery,Primary,West Midlands,Staffordshire,ST17 4BT,185,2011-11-14,2011-11-15,2011-05-12,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.8002994,-2.1113173
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142210,142210,St Dominic's Catholic Primary School,Primary,West Midlands,Staffordshire,ST15 8YG,195,2022-03-29,2022-03-30,2022-05-22,Yes,Outstanding,,Outstanding,Outstanding,Outstanding,Outstanding,Yes,52.9036074,-2.1500384
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142211,142211,St Gregory's Catholic Primary School,Primary,West Midlands,Coventry,CV2 5AT,215,2013-09-24,2013-09-25,2013-11-10,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.408239,-1.4522856
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142212,142212,St John Fisher Catholic Primary School,Primary,West Midlands,Coventry,CV2 3NR,453,2012-10-23,2012-10-24,2012-11-15,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.42113,-1.4641986
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142213,142213,St John's Catholic Primary School,Primary,West Midlands,Staffordshire,ST18 0SL,53,2022-09-27,2022-09-28,2022-10-11,Yes,Good,,Good,Good,Good,Outstanding,Yes,52.8018398,-2.0037513
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142214,142214,St Mary's Catholic Primary School,Primary,West Midlands,Staffordshire,ST19 9BG,104,2022-06-04,2022-07-04,2022-05-26,Yes,Good,,Good,Good,Good,Good,Yes,52.67961365,-2.1813686
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142215,142215,St Patrick's Catholic Primary School,Primary,West Midlands,Coventry,CV2 1EQ,215,2021-11-23,2021-11-24,2022-06-02,Yes,Good,,Good,Good,Outstanding,Good,Yes,52.4373252,-1.4592819
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142216,142216,St Patrick's Catholic Primary School,Primary,West Midlands,Staffordshire,ST16 3BT,200,2022-04-10,2022-05-10,2022-11-21,Yes,Good,,Good,Good,Good,Good,Yes,52.8157063,-2.117855
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142217,142217,SS Peter and Paul Catholic Primary School,Primary,West Midlands,Coventry,CV2 2EF,198,2018-07-03,2018-08-03,2018-05-04,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.42677125,-1.446189225
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142219,142219,Waverley School,Secondary,West Midlands,Birmingham,B9 5QA,1689,2021-09-28,2021-09-29,2021-10-11,Yes,Good,,Good,Good,Good,Good,Yes,52.476137996,-1.832144742
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142230,142230,Prince Albert Junior and Infant School,Primary,West Midlands,Birmingham,B6 5NH,708,2015-04-02,2015-05-02,2015-01-04,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.503729433,-1.8949085
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142231,142231,Heathfield Primary School,Primary,West Midlands,Birmingham,B19 1HJ,467,2018-12-06,2018-06-13,2018-07-19,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.505755767,-1.9096514
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142244,142244,Walsgrave Church of England Academy,Primary,West Midlands,Coventry,CV2 2BA,452,2023-01-25,2023-01-26,2023-03-19,Yes,Good,,Good,Good,Good,Good,Yes,52.4251029,-1.4406625
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142245,142245,Clifford Bridge Academy,Primary,West Midlands,Coventry,CV3 2PD,414,2019-01-10,2019-02-10,2019-10-17,Yes,Good,,Good,Outstanding,Good,Outstanding,Yes,52.4079605,-1.4417822
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142275,142275,Manifold Church of England Primary School,Primary,West Midlands,Staffordshire,SK17 0JP,55,2018-06-19,2018-06-20,2018-06-07,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,53.1275328,-1.8754735
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142276,142276,Hollinsclough Church of England Academy,Primary,West Midlands,Staffordshire,SK17 0RH,46,2018-10-07,2018-11-07,2018-10-09,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,53.196319,-1.9027446
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142277,142277,Newcastle Academy,Secondary,West Midlands,Staffordshire,ST5 2QS,368,2019-11-13,2019-11-14,2019-11-12,Yes,Requires Improvement,,Requires Improvement,Good,Good,Good,Yes,53.0029988,-2.24665155
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142278,142278,Clayton Hall Academy,Secondary,West Midlands,Staffordshire,ST5 3DN,862,2021-09-21,2021-09-22,2021-04-11,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Yes,52.9877089,-2.2201361
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142285,142285,The Telford Priory School,Secondary,West Midlands,Telford and Wrekin,TF2 7AB,981,2022-03-29,2022-03-30,2022-05-24,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Yes,52.7071908,-2.44704075
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142312,142312,Stottesdon CofE Primary School,Primary,West Midlands,Shropshire,DY14 8UE,115,2012-04-07,2012-05-07,2012-06-09,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.441719,-2.4815802
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142313,142313,Kingsmead School,Secondary,West Midlands,Staffordshire,WS12 1DH,1245,2021-01-12,2021-02-12,2022-01-24,Yes,Good,,Good,Good,Outstanding,Good,Yes,52.702507,-1.9944725
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142317,142317,Highfields School,Secondary,West Midlands,Wolverhampton,WV4 4NT,1661,2021-10-19,2021-10-20,2021-11-25,Yes,Good,,Good,Outstanding,Outstanding,Good,Yes,52.5656976,-2.1774264
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142339,142339,Barr's Hill School and Community College,Secondary,West Midlands,Coventry,CV1 4BU,847,2018-09-18,2018-09-19,2018-10-10,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.4153527,-1.5168688
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142349,142349,Elston Hall Primary School,Primary,West Midlands,Wolverhampton,WV10 6NN,699,2014-04-12,2014-05-12,2015-06-01,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.6230744,-2.1262204
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142353,142353,Jervoise School,Primary,West Midlands,Birmingham,B29 5QU,204,2014-02-25,2014-02-26,2014-03-18,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.440618725,-1.9681349
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142355,142355,Manor Way Primary Academy,Primary,West Midlands,Dudley,B63 3HA,208,2018-11-09,2018-12-09,2018-11-10,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.4478359,-2.0411708
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142358,142358,Nonsuch Primary School,Primary,West Midlands,Birmingham,B32 3SE,196,2021-05-10,2021-06-10,2021-11-18,Yes,Good,,Good,Good,Good,Good,Yes,52.4443455,-1.99203265
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142375,142375,St Thomas CofE Academy,Primary,West Midlands,Birmingham,B15 2AT,234,2013-03-14,2013-03-15,2013-04-16,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.47150598,-1.90365034
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142386,142386,Wychall Primary School,Primary,West Midlands,Birmingham,B31 3EH,380,2020-11-02,2020-12-02,2020-03-03,Yes,Good,,Good,Good,Good,Good,Yes,52.4078195,-1.9502779
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142388,142388,Cockshut Hill School,Secondary,West Midlands,Birmingham,B26 2HX,947,2023-06-28,2023-06-29,2023-09-14,Yes,Good,,Good,Good,Outstanding,Good,Yes,52.4686025,-1.790161067
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142421,142421,Christ Church CofE First School,Primary,West Midlands,Staffordshire,ST15 8EP,146,2014-05-02,2014-06-02,2014-03-03,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.9051063,-2.1491697
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142422,142422,Colwich CofE Primary School,Primary,West Midlands,Staffordshire,ST17 0XD,139,2011-01-17,2011-01-18,2011-07-02,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.788396,-1.9840708
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142439,142439,Oulton CofE First School,Primary,West Midlands,Staffordshire,ST15 8UH,69,2011-09-22,2011-09-23,2011-10-14,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.9192322,-2.1340973
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142442,142442,St Andrew's CofE Primary School,Primary,West Midlands,Staffordshire,ST18 0JN,159,2014-11-06,2014-12-06,2014-02-07,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.8400821,-2.0345707
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142447,142447,St Peter's CofE Primary School,Primary,West Midlands,Staffordshire,ST18 0PS,162,2014-10-16,2014-10-17,2014-10-11,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.8266515,-2.0026182
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142448,142448,Tenbury CofE Primary School,Primary,West Midlands,Worcestershire,WR15 8BS,237,2013-01-29,2013-01-30,2013-11-04,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.30556,-2.59598
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142541,142541,Abbeywood First School ,Primary,West Midlands,Worcestershire,B98 9LR,268,2020-02-25,2020-02-26,2020-12-05,Yes,Good,,Good,Good,Good,Good,Yes,52.31716625,-1.9032191
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142543,142543,Church Hill Middle School,Secondary,West Midlands,Worcestershire,B98 9LR,377,2019-01-15,2019-01-16,2019-11-02,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.31716625,-1.9032191
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142570,142570,Highfield Junior and Infant School,Primary,West Midlands,Birmingham,B8 3QF,753,2019-01-16,2019-01-17,2019-02-25,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.49345945,-1.84908455
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142575,142575,Buildwas Academy,Primary,West Midlands,Shropshire,TF8 7DA,95,2019-01-15,2019-01-16,2019-05-02,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.6390351,-2.5367223
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142581,142581,Stratford-Upon-Avon Primary School,Primary,West Midlands,Warwickshire,CV37 6HN,213,2018-04-12,2018-05-12,2019-10-01,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.1894094,-1.7120258
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142594,142594,Pool Hayes Academy,Secondary,West Midlands,Walsall,WV12 4QZ,1059,2022-04-26,2022-04-27,2022-06-15,Yes,Good,,Good,Good,Good,Good,Yes,52.6011003,-2.0519846
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142640,142640,Kingsland CofE Academy,Primary,West Midlands,Stoke-on-Trent,ST2 9AS,473,2022-01-02,2022-02-02,2022-03-13,Yes,Good,,Good,Good,Good,Good,Yes,53.0260021,-2.1354407
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142642,142642,New Ford Academy,Primary,West Midlands,Stoke-on-Trent,ST6 1PY,480,2023-06-13,2023-06-14,2023-07-24,Yes,Outstanding,,Outstanding,Outstanding,Outstanding,Outstanding,Yes,53.04761,-2.168333
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142643,142643,Packmoor Ormiston Academy,Primary,West Midlands,Stoke-on-Trent,ST7 4SP,436,2015-01-14,2015-01-15,2015-05-02,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,53.0858453,-2.1974618
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142679,142679,Dunstall Hill Primary School,Primary,West Midlands,Wolverhampton,WV6 0NH,474,2019-09-04,2019-10-04,2019-05-13,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.595996956,-2.131893544
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142680,142680,Grove Primary Academy,Primary,West Midlands,Wolverhampton,WV2 1HZ,448,2018-11-13,2018-11-14,2018-06-12,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.57530395,-2.11934895
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142684,142684,Palmers Cross Primary School,Primary,West Midlands,Wolverhampton,WV6 9DF,239,2019-12-02,2019-02-13,2019-07-03,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.6141879,-2.1667227
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142686,142686,Aston Tower Community Primary School,Primary,West Midlands,Birmingham,B6 5BE,435,2012-10-10,2012-11-10,2012-05-11,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.5003243,-1.8868047
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142696,142696,Churnet View Middle School,Secondary,West Midlands,Staffordshire,ST13 6PU,482,2019-12-02,2019-02-13,2019-11-03,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,53.1160132,-2.0135194
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142700,142700,Finham Primary School,Primary,West Midlands,Coventry,CV3 6EJ,453,2012-09-18,2012-09-19,2012-10-22,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.37524177,-1.519220654
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142705,142705,Grange Park Primary School,Primary,West Midlands,Telford and Wrekin,TF3 1ET,472,2015-06-30,2015-01-07,2015-07-17,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.65471,-2.4358
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142706,142706,Great Witley CofE Primary School,Primary,West Midlands,Worcestershire,WR6 6HR,199,2013-12-06,2013-06-13,2013-03-07,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.2911808,-2.35993185
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142711,142711,Leek High School,Secondary,West Midlands,Staffordshire,ST13 6EU,344,2022-03-15,2022-03-16,2022-06-15,Yes,Inadequate,SM,Inadequate,Inadequate,Requires Improvement,Inadequate,No,53.10602,-2.0085823
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142748,142748,Thomas Russell Infants School,Primary,West Midlands,Staffordshire,DE13 8DS,180,2023-11-07,2023-12-07,2023-09-24,Yes,Good,,Good,Good,Good,Good,Yes,52.7638581,-1.7158443
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142755,142755,Westwood College,Secondary,West Midlands,Staffordshire,ST13 8NP,798,2012-04-19,2012-04-20,2012-05-14,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,53.105162,-2.0514294
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142765,142765,Lodge Farm Primary School,Primary,West Midlands,Walsall,WV12 4BU,377,2018-10-16,2018-10-17,2018-11-11,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.5965133,-2.0241124
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142769,142769,Horninglow Primary: A de Ferrers Trust Academy,Primary,West Midlands,Staffordshire,DE13 0SW,204,2019-09-04,2019-10-04,2019-05-21,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.8214375,-1.64162155
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142785,142785,Dawley Church of England Primary Academy,Primary,West Midlands,Telford and Wrekin,TF4 3AL,230,2023-07-06,2023-08-06,2023-07-20,Yes,Good,,Good,Good,Good,Good,Yes,52.6631074,-2.4721986
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142792,142792,Eton Park Junior: A de Ferrers Trust Academy,Primary,West Midlands,Staffordshire,DE14 2SG,220,2023-01-17,2023-01-18,2023-08-03,Yes,Good,,Good,Good,Good,Good,Yes,52.8239444,-1.6313324
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142794,142794,Gossey Lane Academy,Primary,West Midlands,Birmingham,B33 0DS,198,2023-10-01,2023-11-01,2023-02-14,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Good,Requires Improvement,Yes,52.479041967,-1.777326467
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142799,142799,Lansdowne: A de Ferrers Trust Academy,Primary,West Midlands,Staffordshire,DE14 2RE,155,2011-06-12,2011-07-12,2012-06-01,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.81687775,-1.633981
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142809,142809,Yoxall St Peter's CofE Primary School,Primary,West Midlands,Staffordshire,DE13 8NF,136,2019-09-04,2019-10-04,2019-12-05,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.7693847,-1.7935817
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142821,142821,Charlton School,Secondary,West Midlands,Telford and Wrekin,TF1 3FA,1181,2023-04-05,2023-05-05,2023-06-18,Yes,Good,,Good,Good,Good,Good,Yes,52.7095184,-2.51709935
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142823,142823,Bushbury Lane Academy,Primary,West Midlands,Wolverhampton,WV10 9TR,215,2020-04-02,2020-05-02,2020-02-26,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Yes,52.6067336,-2.1289923
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142843,142843,Hempstalls Primary School,Primary,West Midlands,Staffordshire,ST5 9LH,414,2012-11-29,2012-11-30,2012-12-19,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,53.022357,-2.2272693
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142858,142858,Yew Tree Community Junior and Infant School (NC),Primary,West Midlands,Birmingham,B6 6RX,501,2022-08-11,2022-09-11,2022-12-15,Yes,Good,,Good,Good,Good,Good,Yes,52.51020865,-1.8821848
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142881,142881,Rugby Free Secondary School,Secondary,West Midlands,Warwickshire,CV22 5PE,875,2021-07-13,2021-07-14,2021-09-26,Yes,Good,,Good,Good,Good,Good,Yes,52.3597644,-1.2634109
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142888,142888,"The Olive School, Birmingham",Primary,West Midlands,Birmingham,B11 3EY,628,2019-06-25,2019-06-26,2019-07-22,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.449111757,-1.847120014
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142900,142900,WMG Academy for Young Engineers (Solihull),Secondary,West Midlands,Solihull,B37 5FD,395,2019-02-27,2019-02-28,2019-03-31,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.4826285,-1.7425188
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142960,142960,Lyng Hall School,Secondary,West Midlands,Coventry,CV2 3JS,882,2019-06-18,2019-06-19,2019-09-07,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.4233523,-1.4708324
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142964,142964,Colley Lane Primary Academy,Primary,West Midlands,Dudley,B63 2TN,569,2020-04-02,2020-05-02,2020-10-03,Yes,Good,,Good,Good,Good,Good,Yes,52.4612805,-2.0876056
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142979,142979,Streetsbrook Infant and Early Years Academy,Primary,West Midlands,Solihull,B90 3LB,229,2023-11-01,2023-12-01,2023-02-16,Yes,Good,,Good,Outstanding,Outstanding,Good,Yes,52.415538544,-1.817309294
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142980,142980,Codsall Middle School,Secondary,West Midlands,Staffordshire,WV8 1PB,523,2019-11-09,2019-12-09,2019-10-16,Yes,Good,,Good,Good,Good,Good,Yes,52.6262035,-2.188214
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142981,142981,Barnfields Primary School,Primary,West Midlands,Staffordshire,ST17 4RD,414,2014-05-22,2014-05-23,2014-06-16,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.784309,-2.08413875
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142982,142982,St Peter's Church of England Primary Academy,Primary,West Midlands,Staffordshire,WS9 9EE,162,2019-05-21,2019-05-22,2019-04-07,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.6329753,-1.8926717
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142983,142983,Sir Graham Balfour High School,Secondary,West Midlands,Staffordshire,ST16 1NR,954,2014-08-05,2014-09-05,2014-06-06,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.8265805,-2.1243257
